source,target,year
6: Enslaver Capitalism And The Growth Of,John Majewski,2022
6: Enslaver Capitalism And The Growth Of,Kelly M. Kennington,2022
7: Empire’s Shadow: Failed Imperialists In The,Emily Conroy-krutz,2022
7: Empire’s Shadow: Failed Imperialists In The,Rosemarie Zagarri,2022
7: Empire’s Shadow: Failed Imperialists In The,Michael Verney,2022
7: Empire’s Shadow: Failed Imperialists In The,Empire,2022
7: Empire’s Shadow: Failed Imperialists In The,Roger Bailey,2022
7: Empire’s Shadow: Failed Imperialists In The,Emily Conroy-krutz,2022
8: Roundtable: Indigenous Histories Of The Gulf,Hayley Negrin,2022
8: Roundtable: Indigenous Histories Of The Gulf,John Barbry,2022
8: Roundtable: Indigenous Histories Of The Gulf,Elizabeth Ellis,2022
9: Black Resistance And Black Revolution:,Karin Wulf,2022
9: Black Resistance And Black Revolution:,Maria Esther Hammack,2022
9: Black Resistance And Black Revolution:,Sean Gallagher,2022
9: Black Resistance And Black Revolution:,Adam Xavier Mcneil,2022
9: Black Resistance And Black Revolution:,Karin Wulf,2022
10: New Intellectual Histories Of The Early,Kate Haulman,2022
10: New Intellectual Histories Of The Early,Hampton Smith,2022
10: New Intellectual Histories Of The Early,John Ellis,2022
10: New Intellectual Histories Of The Early,Tamara Plakins Thornton,2022
11: Roundtable: Sexual Misconduct And,Joanne Freeman,2022
11: Roundtable: Sexual Misconduct And,Gautham Rao,2022
11: Roundtable: Sexual Misconduct And,Kellen Heniford,2022
11: Roundtable: Sexual Misconduct And,Erika Perez,2022
11: Roundtable: Sexual Misconduct And,Emma Hart,2022
11: Roundtable: Sexual Misconduct And,Kirsten Wood,2022
12: A People Armed: Firearms In Antebellum,Mary Niall Mitchell,2022
12: A People Armed: Firearms In Antebellum,Andrew J.B. Fagal,2022
12: A People Armed: Firearms In Antebellum,Antwain K. Hunter,2022
12: A People Armed: Firearms In Antebellum,Tracy L. Barnett,2022
12: A People Armed: Firearms In Antebellum,Jonathan E. Gienapp,2022
13: Roundtable: What’s In A Name?: The Words,Jessica Chopin Roney,2022
13: Roundtable: What’s In A Name?: The Words,Nora Slonimsky,2022
13: Roundtable: What’s In A Name?: The Words,Brooke Bauer,2022
13: Roundtable: What’s In A Name?: The Words,Elizabeth Ellis,2022
13: Roundtable: What’s In A Name?: The Words,Christian Crouch,2022
13: Roundtable: What’s In A Name?: The Words,Whitney Stewart,2022
14: Race And Empire In North America And Beyond,Erika Paniéxico,2022
14: Race And Empire In North America And Beyond,Matthew Goetz,2022
14: Race And Empire In North America And Beyond,Kyle Jackson,2022
14: Race And Empire In North America And Beyond,Roberts Poinsett,2022
14: Race And Empire In North America And Beyond,Lindsay Schakenbach Regele,2022
14: Race And Empire In North America And Beyond,Erika Pani,2022
15: The Material Conditions Of Historians’ Labor: A,Johann Neem,2022
15: The Material Conditions Of Historians’ Labor: A,Erin Bartram,2022
15: The Material Conditions Of Historians’ Labor: A,Liz Covart,2022
15: The Material Conditions Of Historians’ Labor: A,Simon Finger,2022
15: The Material Conditions Of Historians’ Labor: A,Stacey Robertson,2022
15: The Material Conditions Of Historians’ Labor: A,Jessica Serfilippi,2022
15: The Material Conditions Of Historians’ Labor: A,Kanisorn Wongrichanalai,2022
16: The U.S. Army And Slavery: Officers As,Alice Baumgartner,2022
16: The U.S. Army And Slavery: Officers As,Yoav Hamdani,2022
16: The U.S. Army And Slavery: Officers As,Andrew Hargroder,2022
16: The U.S. Army And Slavery: Officers As,Sam Watson,2022
16: The U.S. Army And Slavery: Officers As,Marcus Nevius,2022
"17: Roundtable: Historical Sources, Digital",Mark Boonshoft,2022
"17: Roundtable: Historical Sources, Digital",Brad Rittenhouse,2022
"17: Roundtable: Historical Sources, Digital",Jessica Parr,2022
"17: Roundtable: Historical Sources, Digital",Kyle Courtney,2022
"17: Roundtable: Historical Sources, Digital",Molly Nebiolo,2022
"17: Roundtable: Historical Sources, Digital",Maeve Kane,2022
"18: Roundtable: Slavery, Freedom, And Memory In",Noël Voltz,2022
"18: Roundtable: Slavery, Freedom, And Memory In",Erin Greenwald,2022
"18: Roundtable: Slavery, Freedom, And Memory In",Jessica Marie Johnson,2022
"18: Roundtable: Slavery, Freedom, And Memory In",Emily Owens,2022
"18: Roundtable: Slavery, Freedom, And Memory In",Jennifer Spear,2022
"18: Roundtable: Slavery, Freedom, And Memory In",Noël Voltz,2022
"18: Roundtable: Slavery, Freedom, And Memory In",S.J. Zhang,2022
19: Black Biography And The Haitian Diaspora,Ronald Angelo Johnson,2022
19: Black Biography And The Haitian Diaspora,Cory James Young,2022
19: Black Biography And The Haitian Diaspora,Frances Bell,2022
19: Black Biography And The Haitian Diaspora,Carrie Glenn,2022
19: Black Biography And The Haitian Diaspora,Westenley Alencat,2022
20: Federal Sovereignty And State Policy:,Gregory Ablavsky,2022
20: Federal Sovereignty And State Policy:,Tanner Allread,2022
20: Federal Sovereignty And State Policy:,Heather Carlquist Walser,2022
20: Federal Sovereignty And State Policy:,Katherine Carper,2022
20: Federal Sovereignty And State Policy:,Grace Mallon,2022
20: Federal Sovereignty And State Policy:,Gautham Rao,2022
21: Colonial History And National History:,Jack P. Greene,2022
21: Colonial History And National History:,Elisabeth M. Tatum,2022
21: Colonial History And National History:,B.J. Lillis,2022
21: Colonial History And National History:,Brendan Gillis,2022
21: Colonial History And National History:,Dillon L. Streifeneder,2022
21: Colonial History And National History:,Andrew Shankman,2022
22: Republican Laboratories In The Americas:,Circulation,2022
22: Republican Laboratories In The Americas:,Guadalupe García,2022
22: Republican Laboratories In The Americas:,Alex Chaparro Silva,2022
22: Republican Laboratories In The Americas:,Marcela Echeverri,2022
22: Republican Laboratories In The Americas:,Celso Castilho,2022
22: Republican Laboratories In The Americas:,Lina Maria Del Castillo,2022
22: Republican Laboratories In The Americas:,Eduardo Posada,2022
"23: Race, Creativity And Personhood In The Early",Rachel Walker,2022
"23: Race, Creativity And Personhood In The Early",Kali Murray,2022
"23: Race, Creativity And Personhood In The Early",Writings Of Phillis Wheatley,2022
"23: Race, Creativity And Personhood In The Early",Nora Slonimsky,2022
"23: Race, Creativity And Personhood In The Early",Kara W. Swanson,2022
"23: Race, Creativity And Personhood In The Early",Karen A. Weyler,2022
"23: Race, Creativity And Personhood In The Early",Rachel Walker,2022
24: Empire: An American Category Of Analysis?,Johann Neem,2022
24: Empire: An American Category Of Analysis?,Maria Esther Hammack,2022
24: Empire: An American Category Of Analysis?,Settler Sovereignty,2022
24: Empire: An American Category Of Analysis?,Max Mishler,2022
24: Empire: An American Category Of Analysis?,Jessica Chopin Roney,2022
24: Empire: An American Category Of Analysis?,Michael Borsk,2022
24: Empire: An American Category Of Analysis?,Johann Neem,2022
25: Avenues Of Resistance And Persistence In The,David Nichols,2022
25: Avenues Of Resistance And Persistence In The,Jennifer Monroe Mccutchen,2022
25: Avenues Of Resistance And Persistence In The,Mcgillivray,2022
25: Avenues Of Resistance And Persistence In The,Alex Colvin,2022
25: Avenues Of Resistance And Persistence In The,Keely Smith,2022
25: Avenues Of Resistance And Persistence In The,Jeff Washburn,2022
25: Avenues Of Resistance And Persistence In The,Lori Daggar,2022
26: Roundtable: Teaching With The Material,Sarah Weicksel,2022
26: Roundtable: Teaching With The Material,Kenneth Cohen,2022
26: Roundtable: Teaching With The Material,Morgan Mccullough,2022
26: Roundtable: Teaching With The Material,Amber N. Mitchell,2022
27: From Hucksters And Healers To Wives And,Kabria Baumgartner,2022
27: From Hucksters And Healers To Wives And,Sarah Pearlman Shapiro,2022
27: From Hucksters And Healers To Wives And,Miriam Liebman,2022
27: From Hucksters And Healers To Wives And,Carolyn Zola,2022
27: From Hucksters And Healers To Wives And,Alexandra Garrett,2022
28: Where Do I Belong?: Ramifications For Women,Rebecca Brannon,2022
28: Where Do I Belong?: Ramifications For Women,Kate Kaitcer,2022
28: Where Do I Belong?: Ramifications For Women,Idolina Hernandez,2022
28: Where Do I Belong?: Ramifications For Women,Kristin Miller,2022
28: Where Do I Belong?: Ramifications For Women,Rebecca Brannon,2022
29: Transformations In American Abolitionism: 20,Chernoh Sesay,2022
29: Transformations In American Abolitionism: 20,Erica Ball,2022
29: Transformations In American Abolitionism: 20,Aston Gonzalez,2022
29: Transformations In American Abolitionism: 20,Margot Minardi,2022
29: Transformations In American Abolitionism: 20,Ben Wright,2022
29: Transformations In American Abolitionism: 20,Richard S. Newman,2022
30: Transatlantic Communication In Narratives Of,Eliga Gould,2022
30: Transatlantic Communication In Narratives Of,Helena Yoo Roth,2022
30: Transatlantic Communication In Narratives Of,Emily Sneff,2022
30: Transatlantic Communication In Narratives Of,Lauren Michalak,2022
30: Transatlantic Communication In Narratives Of,Asheesh Kapur Siddique,2022
31: Roundtable: Teaching History Amidst The,Jen Dorsey,2022
31: Roundtable: Teaching History Amidst The,Chris Dier,2022
31: Roundtable: Teaching History Amidst The,Rebecca Brenner Graham,2022
31: Roundtable: Teaching History Amidst The,Thomas Richards,2022
31: Roundtable: Teaching History Amidst The,Nelva Williamson,2022
32: Presidential Address,Serena Zabin,2022
32: Presidential Address,Joanne Freeman,2022
33: The Sault Ste. Marie Indian Agency At 200:,Jacob Lee,2022
33: The Sault Ste. Marie Indian Agency At 200:,Elspeth Martini,2022
33: The Sault Ste. Marie Indian Agency At 200:,Zachary Conn,2022
33: The Sault Ste. Marie Indian Agency At 200:,Gabrielle Guillerm,2022
33: The Sault Ste. Marie Indian Agency At 200:,Aaron Luedtke,2022
33: The Sault Ste. Marie Indian Agency At 200:,Jacob Lee,2022
34: Secession As A Political Strategy In The Early,Todd Estes,2022
34: Secession As A Political Strategy In The Early,Kenneth Owen,2022
34: Secession As A Political Strategy In The Early,Kevin Vrevich,2022
34: Secession As A Political Strategy In The Early,Douglas Hill,2022
34: Secession As A Political Strategy In The Early,Emily Arendt,2022
35: Reevaluating Migration And Citizenship In The,Michael A. Schoeppner,2022
35: Reevaluating Migration And Citizenship In The,Cody Nager,2022
35: Reevaluating Migration And Citizenship In The,Sheri Huerta,2022
35: Reevaluating Migration And Citizenship In The,John O'keefe,2022
35: Reevaluating Migration And Citizenship In The,Laura Rosanne Adderley,2022
36: Contesting The Politics Of Slavery And Freedom,Kate Masur,2022
36: Contesting The Politics Of Slavery And Freedom,Breanna Moore,2022
36: Contesting The Politics Of Slavery And Freedom,Duangkamol Tantirungkij,2022
36: Contesting The Politics Of Slavery And Freedom,Bryan Lapointe,2022
36: Contesting The Politics Of Slavery And Freedom,Kate Masur,2022
37: From West To East: Rethinking Expansion And,Dane Morrison,2022
37: From West To East: Rethinking Expansion And,Katrina Ponti,2022
37: From West To East: Rethinking Expansion And,Heesoo Cho,2022
37: From West To East: Rethinking Expansion And,Nicholas G. Dipucchio,2022
37: From West To East: Rethinking Expansion And,Frank Towers,2022
"38: Citizenship, Republicanism, And Slavery’s",James H. Read,2022
"38: Citizenship, Republicanism, And Slavery’s",Christopher P. Lehman,2022
"38: Citizenship, Republicanism, And Slavery’s",Philip Yaure,2022
"38: Citizenship, Republicanism, And Slavery’s",Robert Elder,2022
"38: Citizenship, Republicanism, And Slavery’s",James H. Read,2022
"38: Citizenship, Republicanism, And Slavery’s",James R. Stoner,2022
39: The Union Reformers: Rediscovering,Christopher Clark,2022
39: The Union Reformers: Rediscovering,Madeline Lafuse,2022
39: The Union Reformers: Rediscovering,Sean Griffin,2022
39: The Union Reformers: Rediscovering,Francis Russo,2022
39: The Union Reformers: Rediscovering,Christopher Clark,2022
40: Power And Diplomacy In The Great Lakes,Kai Pyle,2022
40: Power And Diplomacy In The Great Lakes,Brandon Dean,2022
40: Power And Diplomacy In The Great Lakes,Heather Menefee,2022
40: Power And Diplomacy In The Great Lakes,John Thomas Peyton,2022
40: Power And Diplomacy In The Great Lakes,Kai Pyle,2022
“UNDER THE INFLUENCE OF LIQUOR:”,Scott Martin,2023
“UNDER THE INFLUENCE OF LIQUOR:”,James Foley,2023
“UNDER THE INFLUENCE OF LIQUOR:”,Elizabeth Kelly Gray,2023
“UNDER THE INFLUENCE OF LIQUOR:”,Mackenzie Tor,2023
“UNDER THE INFLUENCE OF LIQUOR:”,Kirsten Wood,2023
ABOLITIONIST FEMINISTS IN THE EARLY AMERICAN,Lori D. Ginzberg,2023
ABOLITIONIST FEMINISTS IN THE EARLY AMERICAN,Kathryn Angelica,2023
ABOLITIONIST FEMINISTS IN THE EARLY AMERICAN,Kabria Baumgartner,2023
ABOLITIONIST FEMINISTS IN THE EARLY AMERICAN,Kerri K. Greenidge,2023
ABOLITIONIST FEMINISTS IN THE EARLY AMERICAN,Maria W. Stewart,2023
ABOLITIONIST FEMINISTS IN THE EARLY AMERICAN,Kristin Waters,2023
AFRICAN AMERICAN WOMEN’S STRUGGLES AGAINST,Vanessa M. Holden,2023
AFRICAN AMERICAN WOMEN’S STRUGGLES AGAINST,Katrina Anderson,2023
AFRICAN AMERICAN WOMEN’S STRUGGLES AGAINST,Myra C. Glenn,2023
AFRICAN AMERICAN WOMEN’S STRUGGLES AGAINST,Adam Xavier McNeil,2023
AFRICAN AMERICAN WOMEN’S STRUGGLES AGAINST,Donna J. Rilling,2023
AMERICAN NATIONS: INTERNATIONAL APPROACHES,Joshua Piker,2023
AMERICAN NATIONS: INTERNATIONAL APPROACHES,Zachary Conn,2023
AMERICAN NATIONS: INTERNATIONAL APPROACHES,Alexandra E. Stern,2023
BLACK AND INDIGENOUS CITIZENSHIP AND,John Ruddiman,2023
BLACK AND INDIGENOUS CITIZENSHIP AND,Gabriel Loiacono,2023
BLACK AND INDIGENOUS CITIZENSHIP AND,Andrea Miles,2023
BLACK AND INDIGENOUS CITIZENSHIP AND,Benjamin Remillard,2023
BLACK AND INDIGENOUS CITIZENSHIP AND,Elena Telles Ryan,2023
BLACK THOUGHT IN AND BEYOND THE EARLY,Mia Bay,2023
BLACK THOUGHT IN AND BEYOND THE EARLY,Tara Bynum,2023
BLACK THOUGHT IN AND BEYOND THE EARLY,Michael Dickinson,2023
BLACK THOUGHT IN AND BEYOND THE EARLY,Derrick R. Spires,2023
CHARTING THE AMERICAN PARADOX: DIGITAL,Alexandra L. Montgomery,2023
CHARTING THE AMERICAN PARADOX: DIGITAL,Christy Hyman,2023
CHARTING THE AMERICAN PARADOX: DIGITAL,Maeve Kane,2023
CHARTING THE AMERICAN PARADOX: DIGITAL,Mark L. Thompson,2023
