source,target,year
2011-15. Trading in Contested Terrain: Land Speculation in an Era of,Susan Gaunt Stearns,2011
2014-45  TRANS-APPALACHIA AND THE ATLANTIC WORLD,Susan Gaunt Stearns,2014
2015-28 • SPECULATING IN NATIONHOOD: INTELLECTUAL,Susan Gaunt Stearns,2015
2010-15. Trading in Contested Terrain: Land Speculation in an Era of,Susan Gaunt Stearns,2010
2005-1. Gender and Antebellum Political Culture (Franklin Room),Susan Graham,2005
2003-16. THE OHIO VALLEY IN THE EARLY REPUBLIC 1:,Susan Gray,2003
1981-1. Social Welfare and Social Values in Massachusetts in the,Susan Grigg,1981
2014-29  SLAVES NAMED AND UN-NAMED: DIGITAL EDITION,Susan H. Perdue,2014
2017-2 • DIGITIZING THE EARLY REPUBLIC: WORDS AND TEXTS,Susan H. Perdue,2017
2003-18. HISTORICAL EDITORS PAST AND,Susan H. Perdue,2003
"2013-21 • HANNAH, “ONE-EYED” SARAH, AND SARAH BASS:",Susan Hanket Brandt,2013
"2005-1. Women and Revolution: 1750-1800, 1980-2005",Susan Herbst,2005
2021-26: Speaking Ill Of The Dead: Writing Appealing,Susan Johnson,2021
2014-5  BEYOND THE “EVANGELICAL THESIS”: RADICAL,Susan Juster,2014
1994-Panel 16: Gendered Modes of Religious,Susan Juster,1994
2012-REGIONALAND PERSONAL,Susan Kozel,2012
2013-52 • SLAVERY AND FREEDOM ON THE BORDER,Susan O,2013
"2009-31. The Revolutionary Legacy in the 1850s Writings of Melville,",Susan Pearson,2009
2004-13. Fruits of Their Honest Labour: New England Work Culture,Susan Porter,2004
2004-7. Congressmen and Their World: Lawmaking and Society in the,Susan Radomsky,2004
2012-THE OLD NORTHWEST,Susan Sleeper,2012
2017-25 • COMMUNITIES AND PEOPLES IN TRANSITION:,Susan Sleeper-Smith,2017
2021-51: Echoes Of Violence: Memories Of Massacres On,Susan Sleeper-Smith,2021
"2016-34 • INSCRIPTION, MATERIAL CULTURE, AND PLACE IN",Susan Stabile,2016
"1994-Panel 8: The Republican Court Devlin Hall, Room 117",Susan Stabile,1994
"2002-12. LIVING AND DYING IN THE MATERIAL,",Susan Stabile,2002
"2011-9. Race, Place, and Citizenship: African Americans and the Contested",Susan Stanfield,2011
2015-31 • FOOD POLITICS AND GENDER IN THE ANTEBELLUM ERA,Susan Stanfield,2015
"2010-9. Race, Place, and Citizenship: African Americans and the Contested",Susan Stanfield,2010
2018-17 • STATES OF SPECULATION:WESTERN LANDS AND THE,Susan Stearns,2018
2004-13. Fruits of Their Honest Labour: New England Work Culture,Susan Walton,2004
1997-1. Discourse about Slavery in Virginia,Susan Wyly,1997
"1995-18. LITERATURE, RELIGION, &",Susan Zaeske,1995
2013-30 • BEYOND MARIA MONK: CATHOLICS NAVIGATING A,Susanna Linsley,2013
2014-37  FINE AND POPULAR: THE COMMERCE OF ART IN,Susanna W. Gold,2014
"2011-29. Slavery and the Evolution of Politics, 1812-1861",Suzanne Cooper Guasco,2011
2015-21 • A FRUITFUL MARRIAGE,Suzanne Cooper Guasco,2015
"2010-29. Slavery and the Evolution of Politics, 1812-1861",Suzanne Cooper Guasco,2010
2000-28. LOOKING BACKWARD: NOSTALGIA AND THE,Suzanne Cooper Guasco,2000
2005-1. Encountering Democracy: First-Generation Americans and the Burden of the Revolutionary,Suzanne Cooper Guasco,2005
1996-1. Courting Trouble: Complicating Historical,Suzanne D. Cooper,1996
"1994-Panel 2: Between Frontier and City: Ohio Women,",Suzanne M. Deberry,1994
2004-23. Class: A Useful Category of Analysis for the Early Republic? (Foxboro,Sven Beckert,2004
2004-23. Class: A Useful Category of Analysis for the Early Republic? (Foxboro,Sven Beckert,2004
1990-10. Class and Community in Early National Georgia,Sylvia Frey,1990
1993-7. Between Slavery and Freedom: African-Americans in New York and New Jersey,Sylvia Frey,1993
2008-PLENARY: Untangling the Myths of the American Revolution,Sylvia Neely,2008
"2017-50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",T. Cole Jones,2017
"1993-22. Women, Free Blacks, and Evolutions in",T. Stephen Whitman,1993
1996-1. Slavery and Freedom in the Upper South,T. Stephen Whitman,1996
2001-1. ORPHAN APPRENTICESHIP IN THE,T. Stephen Whitman,2001
1999-1. Antislavery Reconsidered,T.K. Hunter,1999
1992-13. Gendered Connections: Kinship and Community,Tamara G. Miller,1992
"1999-1. Men, Women, and the Market Economy Room 211",Tamara G. Miller,1999
2003-26. THE OHIO VALLEY IN THE,Tamara G. Miller,2003
2016-15 • COSTLY IMPROVEMENTS,Tamara P. Thornton,2016
1987-1. Ecology and Ideology in Nineteenth Century,Tamara P. Thornton,1987
2009-26. Teaching the Early Republic: A Roundtable,Tamara Plakins Thornton,2009
2011-12. Roundtable: The Digital Early Republic,Tamara Plakins Thornton,2011
2017-31 • ROUNDTABLE: HOW NOT TO WRITE YOUR SECOND,Tamara Plakins Thornton,2017
2010-12. Roundtable: The Digital Early Republic,Tamara Plakins Thornton,2010
2021-6: Geography Lessons: Spatial Thinking Beyond,Tamara Plakins Thornton,2021
2022-10: New Intellectual Histories Of The Early,Tamara Plakins Thornton,2022
1991-19. Getting the Word Out: Printing and,Tamara Plakins Thornton,1991
"1996-1. Literature and Discourse, 1790-1820",Tamara Plakins Thornton,1996
2001-1. WOMEN'S LIVES IN ANTEBELLUM,Tamara Plakins Thornton,2001
2001-1. SHEAR IN THE TWENTY-FIRST CENTURY:,Tamara Plakins Thornton,2001
2003-6. EASTERN FRONTIERS: (IM)PROPER BOSTONIANS AND THE RE-CONSTITUTION OF AMERICAN SOCIETY THROUGH TIME,Tamara Plakins Thornton,2003
"2018-48 • RESISTANCE, BORDERS, AND THE POLITICS OF",Tamika Nunley,2018
2021-4: In The Wake: African American Communities And,Tamika Nunley,2021
2021-4: In The Wake: African American Communities And,Tamika Nunley,2021
2021-29: Roundtable: Reflections On Teaching Never,Tamika Nunley,2021
2015-12 • ENSLAVED WOMEN WAGING LAW IN THE NINETEENTHCENTURY AMERICAN SOUTH,Tamika Y. Richeson,2015
2009-44. Racism in the Republic,Tammy K. Byron,2009
2022-20: Federal Sovereignty And State Policy:,Tanner Allread,2022
"2021-58: Race, Class, And Construction Labor: A",Tara A. Dudley,2021
2015-42 • CITIZENSHIP AND RELIGIOUS IDENTITY:,Tara Strauch,2015
2019-48 • RELIGIOUSLY REMEMBERING THE AMERICAN,Tara Strauch,2019
2001-1. INTERPRETING THE LIVES OF GENTRY,Tatiana Van Riemsdijk,2001
2019-3 • NEGOTIATING RACE IN ANTEBELLUM ERA,Taylor Haberle,2019
"2011-21. Progress and Power in State Policy: New York and the Canadas,",Taylor Spence,2011
"2010-21. Progress and Power in State Policy: New York and the Canadas,",Taylor Spence,2010
2000-16. CULTIVATING RELIGIOUS PLURALISM IN THE,Ted Kilsdonk,2000
"1985-1. Frontier, Revival, and Reform Chair:",Ted Ownby,1985
1990-21. Gender and Labor in the Early Republic,Teresa Murphy,1990
2019-32 • ROUNDTABLE: THE CULTURE OF CONFEDERATION -,Terrance Evans Rucker,2019
1999-1. State and National Politics in Virginia Room 212,Terri Halperin,1999
2003-1. MARBURY v. MADISON: BICENTENNIAL RECONSIDERATIONS,Terri Halperin,2003
2017-8 • MENTAL ILLNESS AND RACIALIZED MEDICINE IN THE,Terri L. Snyder,2017
1995-14. POVERTY & DEATH:,Terri Premo,1995
2014-15  ROUNDTABLE: OPPORTUNITIES AND OUTCOMES,Terri York,2014
"2013-23 • CELESTIAL CITIES, BABYLONS, OR VANITY FAIRS",Terry Bilhartz,2013
"1984-5. The Free Exercise of Religion: Creating, Exhorting, Converting Business SPEA, Room 2000 Chair:",Terry Bilhartz,1984
1988-1. Cautious Reformers in a Volatile Age,Terry Bilhartz,1988
1998-1. Reinterpreting Democracy in the Early Republic,Terry Bouton,1998
"1994-Panel 4: George Washington: Pioneer Farmer Devlin Hall, Room 112",Terry Gibson,1994
2014-23  ROUNDTABLE: THE POLITICS OF AND IN WOMEN,Thavolia Glymph,2014
2015-38 • GRADUATE SEMINARS,Thavolia Glymph,2015
2016-35 • CAN WE THEORIZE A,Thavolia Glymph,2016
1997-1. The Problem of Race in an,Thavolia Glymph,1997
2019-38 • INDIAN REMOVAL: A STATE-OF-THE-FIELD,Theda Perdue,2019
2001-1. AFTER THE REVOLUTION: LIVES AND MEMORIES OF REVOLUTIONARY,Theodore J. Crackel,2001
2002-1,Theodore J. Crackel,2002
2004-25. New Light on Military Experience in the Early Republic (Salomon 001),Theodore J. Crackel,2004
"1988-1. Early Republican Science, Practical and",Theresa Sanderson Spence,1988
2011-5. The American Revolution in Antebellum Memory,Thomas A. Chambers,2011
2014-10  DISSENT IN WARTIME AMERICA,Thomas A. Chambers,2014
2017-28 • WAR AND MEMORY IN THE EARLY REPUBLIC,Thomas A. Chambers,2017
"2018-28 • REVOLUTION, MEMORY, AND IDENTITY",Thomas A. Chambers,2018
2010-5. The American Revolution in Antebellum Memory,Thomas A. Chambers,2010
1995-1. THE SOCIOLOGY OF THE SPRINGS:,Thomas A. Chambers,1995
2000-18. THE CULTURAL HISTORY OF THE MARKET,Thomas A. Chambers,2000
2004-2. Remembering the Revolution: Commemoration and Historic,Thomas A. Chambers,2004
"2006-28. Regional Cultures, International Perceptions: European Travelers in North America, 1780s-1850s",Thomas A. Chambers,2006
"2007-28. On the Move in the Early American Republic: Tourists, Sailors, and",Thomas A. Chambers,2007
2008-1. Putting “Same-Sex” into the Narrative: A Discussion of Long Before,Thomas A. Foster,2008
"2018-9 • STEAMED UP: SCIENCE, POLITICS, AND POPULAR",Thomas A. Humphrey,2018
"2007-9. The People, the Mob, or a Few Persons in Power: Reinterpreting the",Thomas A. Humphrey,2007
1989-12. Moral Reform and Sectional Culture,Thomas A. Mason,1989
2012-TIME AND MATERIAL CULTURE IN EARLY NATIONAL AND,Thomas Allen,2012
"2021-3: Contesting Time In Antebellum Domesticity,",Thomas Allen,2021
2015-PLENARY  ENERGY REGIMES OF THE,Thomas Andrews,2015
2012-STATE OF THE FIELD: ROUNDTABLE ON CULTURAL HISTORY,Thomas Augst,2012
"2014-6  ROUNDTABLE: DRUGS, ALCOHOL, & GENDERED AND",Thomas Augst,2014
2002-10. DISORDERLY SPACES IN ANTEBELLUM URBAN AMERICA,Thomas Augst,2002
2006-32. Diary as Homing Device: Writing across Time and Space in Early Canada,Thomas Augst,2006
"1993-10. Erring Women: Testing Female Virtue,",Thomas Baker,1993
"2004-1. Religion on the Margins: Politics, Faith, and Reason in Early",Thomas Baker,2004
2005-13. Religion in the Shadow of the Enlightenment: Varieties of Deism in the Early American,Thomas Baker,2005
"2014-19  CONTEST 1856: YEAR OF MEN, YEAR OF WOMEN",Thomas Balcerski,2014
2015-5 • WHITE HOUSE PARLOR POLITICS,Thomas Balcerski,2015
2019-20 • RETHINKING STATE POWER THROUGH INDIVIDUALS,Thomas Balcerski,2019
1994-Panel 18: Shaping History and Manipulating,Thomas Brown,1994
1998-1. Religion and Southern Nationalism,Thomas Brown,1998
2013-51 • ON THE BORDERS OF MODERNITY: PRODUCING THE,Thomas Buchanan,2013
"2013-19 • RACE, POLITICS, AND THE LAW",Thomas Carney,2013
1998-1. Artisanal Claims to Nationalism in the,Thomas Carney,1998
2014-3  THE ART OF DEMOCRATIC POWER: ANDREW JACKSON,Thomas Coens,2014
2016-46 • REGULATING MARITIME MIGRANTS IN THE EARLY,Thomas Coens,2016
1994-Panel 14: Exploring New York City's Public,Thomas D. Beal,1994
1988-1. Saving the Republic: Christian Reformism,Thomas D. Hamm,1988
"1995-15. MURDER, RACE, & SOCIETY",Thomas D. Hamm,1995
2009-39. The Early Republic and the Development of the West,Thomas Daniel Knight,2009
2015-52 • FAMILY TIES IN SLAVERY AND FREEDOM,Thomas Doughton,2015
2016-10 • IN THE WAKE OF SLAVERY,Thomas Doughton,2016
1992-3. Rural Labor in the Early Republic,Thomas Dublin,1992
1988-1. The Disunited States: The Politics of,Thomas E. Jeffrey,1988
1989-20. Trading With Dangerous Empires,Thomas E. Jeffrey,1989
1990-19. The Ideology of Reform in the Early Republic,Thomas E. Jeffrey,1990
1990-19. The Ideology of Reform in the Early Republic,Thomas E. Jeffrey,1990
"1993-11. Internal Improvements and Slavery Again: Redefining Issues in American Party Politics,",Thomas E. Jeffrey,1993
1994-Panel 3: The Arts and Religious Life in,Thomas E. Jenkins,1994
2009-Plenary: Lincoln and the Legacies of the American Revolution,Thomas F. Schwartz,2009
2015-PLENARY  ENERGY REGIMES OF THE,Thomas Finger,2015
2011-12. Roundtable: The Digital Early Republic,Thomas G. Knoles,2011
2012-OF THE AMERICAN ANTIQUARIAN SOCIETY,Thomas G. Knoles,2012
2010-12. Roundtable: The Digital Early Republic,Thomas G. Knoles,2010
2007-11. A New Nation Votes: American Electoral Return 1787-1825-workshop,Thomas G. Knoles,2007
1995-10. VISIONS OF CONTROL: LANGUAGE &,Thomas H. Appleton,1995
1995-10. VISIONS OF CONTROL: LANGUAGE &,Thomas H. Appleton,1995
1999-1. Politics and Protest in Kentucky Room 211,Thomas H. Appleton,1999
2009-24. The Market Giveth and Taketh Away: Entrepreneurs and Dissenters,Thomas H. Cox,2009
2003-33. ENGINES OF CHANGE: REASSESSING THE STEAMBOAT IN EARLY AMERICAN LIFE,Thomas H. Cox,2003
2004-27. Reassessing the American System (Foxboro Auditorium),Thomas H. Cox,2004
2012-COMPROMISE AND CRISIS IN THE POLITICS OF THE 1850S,Thomas H. Sheeler,2012
1989-2. Afro-American Realities and Visions,Thomas J. Davis,1989
"2008-6. Double Lives: Sex, Love and Biography",Thomas L. Nichols,2008
"1993-14. Organizing Public Opinion, 1791-1824",Thomas Leonard,1993
2002-9. EMBODIED POLITICS: JEFFREY PASLEY'S THE TYRANNY OF PRINTERS: NEWSPAPER POLITICS IN THE EARLY,Thomas Leonard,2002
2013-47 • “WE PERCEIVED THAT SOME DIFFERENCE EXISTS,Thomas Richards,2013
"2014-52  NEITHER MANIFEST, NOR DESTINY: THE",Thomas Richards,2014
2018-20 • REVOLUTIONS ACROSS BORDERS: JACKSONIAN,Thomas Richards,2018
2022-31: Roundtable: Teaching History Amidst The,Thomas Richards,2022
1999-1. North of Slavery,Thomas Will,1999
"1987-1. Artisans, Laborers, and Cottagers in the Early",Thomas Winpenny,1987
2007-2. The Law of Nations,Tim Alan Garrison,2007
"2011-11. Language, Print, and Culture",Tim Cassedy,2011
"2010-11. Language, Print, and Culture",Tim Cassedy,2010
2002-1...,Tim Garrison,2002
2003-25. STATE CONSTITUTIONALISM AND IDENTITY FORMATION IN THE EARLY REPUBLIC,Tim H. Blessing,2003
2011-45. Workshop: Poor Women in Early Republic Cities,Tim Lockley,2011
2010-45. Workshop: Poor Women in Early Republic Cities,Tim Lockley,2010
2012-MISADVENTURES,Timothy A. Milford,2012
2015-45 • PECHA-KUCHA,Timothy C. Hemmis,2015
2018-7 • ROUNDTABLE: THE FIRST SEMINOLE WAR AT 200:,Timothy Fritz,2018
2008-30. Building an Urban Landscape,Timothy J. Gilfoyle,2008
2003-28. WAS AMERICA BORN IN THE STREETS?,Timothy J. Gilfoyle,2003
2007-35. Testing the Boundaries of Licit and Illicit Market Activity in the Early,Timothy J. Gilfoyle,2007
1989-16. Honor and Opportunity in the New Republic,Timothy J. Shannon,1989
2006-23. Border Crossings: International Perspectives on the Iroquois Experience,Timothy J. Shannon,2006
2011-14. Roundtable: What,Timothy J. Williams,2011
2015-22 • ROUNDTABLE: GENDER AND GENIUS IN THE EARLY,Timothy J. Williams,2015
"2017-18 • BRAVERY, COWARDICE, AND MANHOOD IN THE",Timothy J. Williams,2017
"2010-14. Roundtable: What’s New, What’s Next in Masculinity Studies in",Timothy J. Williams,2010
"1983-5. Religion in the Early Republic: Chair, Mary Quinlivan, University of Texas, Permian Basin",Timothy L. Smith,1983
"2016-31 • COMMON SENSE, SELF",Timothy Leech,2016
2009-34. Unionism and Secession in the North,Timothy M. Jenness,2009
2015-14 • EARLY AMERICA AND THE OCEANIC WORLD,Timothy Marr,2015
2017-31 • ROUNDTABLE: HOW NOT TO WRITE YOUR SECOND,Timothy Mennell,2017
"1983-6. Jacksonian Politics: Chair,",Timothy Morgan,1983
1999-1. Antislavery Reconsidered,Timothy Patrick Mccarthy,1999
"2001-1. ""RACIAL"" LIVES IN NINETEENTH-CENTURY AMERICA",Timothy Patrick Mccarthy,2001
2007-10. The Antislavery Movement and Print Culture in the Early United States,Timothy Patrick Mccarthy,2007
2011-40. Comparative and Transnational Approaches to the Early,Timothy Roberts,2011
"2015-30 • FRANCO-AMERICAN CONNECTIONS AND COMPARISONS,",Timothy Roberts,2015
2010-40. Comparative and Transnational Approaches to the Early,Timothy Roberts,2010
"1997-1. Women, Reform, and Revolution",Timothy Roberts,1997
2004-24. Early American Expansion (MacMillan 115),Timothy Roberts,2004
1996-1. Law and Politics,Timothy S. Huebner,1996
"2016-13 • PETITIONS, RELIGION AND PUBLIC LIFE IN THE EARLY",Timothy Verhoeven,2016
2014-56  THE REPUBLICAN COURT REVISITED: TWENTY YEARS,Toby Ditz,2014
1996-1. Masculine Identity,Toby Ditz,1996
"2000-24. NEW YORK, NEW YORK",Toby Ditz,2000
"2005-1. Exploring Mentalite, Assessing Opportunity: Ministers, Middlemen, and Market Culture in",Toby Ditz,2005
2008-26. The Origins of the Constitution: Beyond Beard,Todd Estes,2008
2018-29 • JOHN JAY AND THE CONSTRUCTION OF AMERICA,Todd Estes,2018
2018-29 • JOHN JAY AND THE CONSTRUCTION OF AMERICA,Todd Estes,2018
2019-18 • ROUNDTABLE: JOANNE FREEMAN'S THE FIELD OF,Todd Estes,2019
2022-34: Secession As A Political Strategy In The Early,Todd Estes,2022
1997-1. Religious Conflict in the Early,Todd Estes,1997
"1999-1. Money, Gender, and Power:",Todd Estes,1999
2002-4. ETHNIC POLITICS IN PHILADELPHIA AND NEW YORK,Todd Estes,2002
2003-9. AMERICAN RESPONSES TO . FOREIGN REVOLUTIONS,Todd Estes,2003
2004-21. Government: Form and Function in the New Republic (Salomon 001),Todd Estes,2004
2006-27. The Contested Republic: Lance Banning and Jeffersonian America Panelists:,Todd Estes,2006
2013-29 • HONOR BE DAMNED: CHALLENGES TO HONOR CULTURE,Todd Hagstette,2013
2013-6 • RECASTING EARLY AMERICAN HISTORICAL NARRATIVE,Todd Jones,2013
"2002-1828. as. .. a Case Study""*",Tom Coens,2002
"2013-49 • PROPERTY, POLITICS, AND ECONOMICS IN EARLY",Tom Cutterham,2013
2014-16  BOUNDARIES OF CITIZENSHIP IN THE NEW AMERICAN,Tom Cutterham,2014
2017-15 • TRANSNATIONAL SPECULATION AND STATE FORMATION,Tom Cutterham,2017
2018-33 • ROUNDTABLE: NEW INTELLECTUAL HISTORIES OF,Tom Cutterham,2018
"2019-5 • FEDERALIST NEW YORK: BUSINESS, POLITICS, AND",Tom Cutterham,2019
2009-13. Exploring “Whither the Revolution,Tom Downey,2009
1998-1. Reinterpreting Democracy in the Early Republic,Tom Humphrey,1998
2009-38. What Makes an Antebellum Democrat,Tom Kanon,2009
2018-15 • AMERICAN SETTLER STATE FORMATION IN THE,Tom Kanon,2018
2005-1. On the Shoulders of Fathers: Fulfilling Expectations in the Early Republic (Penn Room),Tom Kanon,2005
"2018-3 • SEVEN WEDDINGS AND A FUNERAL: LIFE, DEATH,",Tom Thumb,2018
2016-44 • FILM SCREENING,Tony Buba,2016
1995-5. THE NEW ENGLAND COMMUNITY IDEAL,Traci Hodgson,1995
2022-12: A People Armed: Firearms In Antebellum,Tracy L. Barnett,2022
1997-1. Catholicism in the Early Republic,Tricia T. Pyne,1997
2005-2. Governance of Faith: Remapping Church and State in the Early Republic (Adams Room),Trisha Posey,2005
2013-26 • HUNTING GROUNDS: PURSUING ANIMALS IN THE EARLY,Tycho De Boer,2013
2017-4 • IRISH MIGRANTS AND THEIR ANTAGONISTS IN MIDNINETEENTH CENTURY NORTH AMERICA,Tyler Anbinder,2017
1992-8. Antebellum Appalachia: A Region in Formation,Tyler Blethen,1992
"2015-16 • SLAVERY, VIOLENCE, AND RESISTANCE THROUGH THE",Tyler D. Parry,2015
2016-32 • INDIGENOUS ENSLAVEMENT AND THE LEGACIES OF,Tyler Jackson Rogers,2016
2017-32 • SHARED SHAME: ANTEBELLUM RACIAL VIOLENCE,Tyler Sperrazza,2017
2019-20 • RETHINKING STATE POWER THROUGH INDIVIDUALS,Tyson F. Reeder,2019
2021-59: Latin America & The Transformation Of The U.S.,Tyson F. Reeder,2021
2016-48 • NEW DIRECTIONS IN THE HISTORY OF SLAVERY,Urmi Engineer,2016
"2021-11: Travel, Trade, And Faith: U.S. Relations With",Ussama Makdisi,2021
2015-32 • QUEERING THE ARCHIVE: NEW WORK FROM THE,Vanessa Holden,2015
2016-43 • TEACHING SLAVERY,Vanessa Holden,2016
2017-PLENARY • SEXING IT UP: THE,Vanessa Holden,2017
2019-47 • RADICAL ARTS AND SMARTS: BLACK INTELLECTUAL,Vanessa Holden,2019
